queryPath, docId, milliseconds
experiments/custom-jena-fn/queries/integrity-constraint.txt, 1271, 782
experiments/custom-jena-fn/queries/integrity-constraint.txt, 1272, 447
experiments/custom-jena-fn/queries/integrity-constraint.txt, 1273, 382
experiments/custom-jena-fn/queries/integrity-constraint-with-custom-fn.txt, 1271, 381
experiments/custom-jena-fn/queries/integrity-constraint-with-custom-fn.txt, 1272, 467
experiments/custom-jena-fn/queries/integrity-constraint-with-custom-fn.txt, 1273, 368
