queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 17561
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 15949
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 16728
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 14214
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 13860
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 14573
queries/Bioref-PM/experiment-zero.txt, 1271, 2
queries/Bioref-PM/experiment-zero.txt, 1272, 1
queries/Bioref-PM/experiment-zero.txt, 1273, 1
queries/Bioref-PM/steps.txt, 1271, 12
queries/Bioref-PM/steps.txt, 1272, 12
queries/Bioref-PM/steps.txt, 1273, 13
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 65569
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 64364
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 66808
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 143862
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 141834
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 147437
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 1464
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 1414
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 1500
