queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 9984
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 9293
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 9402
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 8510
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 8072
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 8250
queries/Bioref-PM/experiment-zero.txt, 1273, 2
queries/Bioref-PM/experiment-zero.txt, 1272, 2
queries/Bioref-PM/experiment-zero.txt, 1271, 3
queries/Bioref-PM/steps.txt, 1273, 19
queries/Bioref-PM/steps.txt, 1272, 14
queries/Bioref-PM/steps.txt, 1271, 12
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 39005
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 37679
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 38423
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 86346
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 83306
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 85066
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 861
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 828
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 847
