queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 17055
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 16549
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 17003
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 14610
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 14166
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 14854
queries/Bioref-PM/experiment-zero.txt, 1271, 1
queries/Bioref-PM/experiment-zero.txt, 1272, 1
queries/Bioref-PM/experiment-zero.txt, 1273, 1
queries/Bioref-PM/steps.txt, 1271, 12
queries/Bioref-PM/steps.txt, 1272, 13
queries/Bioref-PM/steps.txt, 1273, 13
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 66100
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 65006
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 68558
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 145457
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 143119
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 148861
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 1493
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 1457
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 1526
