queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 355527
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 331858
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 348844
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 288056
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 277759
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 292843
queries/Bioref-PM/experiment-zero.txt, 1271, 4
queries/Bioref-PM/experiment-zero.txt, 1272, 4
queries/Bioref-PM/experiment-zero.txt, 1273, 3
queries/Bioref-PM/steps.txt, 1271, 216
queries/Bioref-PM/steps.txt, 1272, 212
queries/Bioref-PM/steps.txt, 1273, 227
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 1315337
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 1284094
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 1332568
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 2891299
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 2817323
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 2912617
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 29524
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 28504
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 30057
