queryPath, docId, milliseconds
experiments/bioref/queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 21205
experiments/bioref/queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 19808
experiments/bioref/queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 19986
experiments/bioref/queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 17046
experiments/bioref/queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 16345
experiments/bioref/queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 17226
experiments/bioref/queries/Bioref-PM/integrity-constraint.txt, 1271, 174
experiments/bioref/queries/Bioref-PM/integrity-constraint.txt, 1272, 222
experiments/bioref/queries/Bioref-PM/integrity-constraint.txt, 1273, 173
experiments/bioref/queries/Bioref-PM/experiment-zero.txt, 1271, 1
experiments/bioref/queries/Bioref-PM/experiment-zero.txt, 1272, 1
experiments/bioref/queries/Bioref-PM/experiment-zero.txt, 1273, 1
experiments/bioref/queries/Bioref-PM/integrity-constraint-with-custom-fn.txt, 1271, 201
experiments/bioref/queries/Bioref-PM/integrity-constraint-with-custom-fn.txt, 1272, 174
experiments/bioref/queries/Bioref-PM/integrity-constraint-with-custom-fn.txt, 1273, 171
experiments/bioref/queries/Bioref-PM/steps.txt, 1271, 13
experiments/bioref/queries/Bioref-PM/steps.txt, 1272, 13
experiments/bioref/queries/Bioref-PM/steps.txt, 1273, 14
experiments/bioref/queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 76694
experiments/bioref/queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 75349
experiments/bioref/queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 78408
experiments/bioref/queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 165081
experiments/bioref/queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 163094
experiments/bioref/queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 168710
experiments/bioref/queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 1689
experiments/bioref/queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 1649
experiments/bioref/queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 1726
