queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 11304
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 9311
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 9624
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 8213
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 7950
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 8301
queries/Bioref-PM/experiment-zero.txt, 1271, 2
queries/Bioref-PM/experiment-zero.txt, 1272, 2
queries/Bioref-PM/experiment-zero.txt, 1273, 2
queries/Bioref-PM/steps.txt, 1271, 16
queries/Bioref-PM/steps.txt, 1272, 15
queries/Bioref-PM/steps.txt, 1273, 17
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 37540
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 37381
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 38148
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 82932
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 81705
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 84452
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 871
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 810
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 853
