queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 9528
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 8977
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 9374
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 7906
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 7683
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 8047
queries/Bioref-PM/experiment-zero.txt, 1271, 3
queries/Bioref-PM/experiment-zero.txt, 1272, 4
queries/Bioref-PM/experiment-zero.txt, 1273, 3
queries/Bioref-PM/steps.txt, 1271, 15
queries/Bioref-PM/steps.txt, 1272, 16
queries/Bioref-PM/steps.txt, 1273, 22
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 36666
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 36046
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 37164
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 80592
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 79551
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 82321
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 812
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 791
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 826
