queryPath, docId, milliseconds
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1271, 16176
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1272, 15092
queries/Bioref-PM-PC-UFM/bioref-pm-pc-ufm.txt, 1273, 15814
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1271, 13661
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1272, 13178
queries/Bioref-PM-UFM/bioref-pm-ufm.txt, 1273, 13883
queries/Bioref-PM/experiment-zero.txt, 1271, 2
queries/Bioref-PM/experiment-zero.txt, 1272, 1
queries/Bioref-PM/experiment-zero.txt, 1273, 1
queries/Bioref-PM/steps.txt, 1271, 12
queries/Bioref-PM/steps.txt, 1272, 13
queries/Bioref-PM/steps.txt, 1273, 12
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1271, 62399
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1272, 61463
queries/Bioref-PM-PC-EX-PS/bioref-pm-pc-ex-ps.txt, 1273, 63805
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1271, 137416
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1272, 135591
queries/Bioref-PM-PC-UFM-PS/bioref-pm-pc-ufm-ps.txt, 1273, 140310
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1271, 1414
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1272, 1361
queries/Bioref-PM-PC-PS/bioref-pm-pc-ps.txt, 1273, 1441
